epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
108,1396.91,0.75979,0.41238,0.84648,0.97843,0.96343,0.98816,0.81204,0.65344,0.40873,0.74021,0.00129023,0.00129023,0.00129023
109,1409.75,0.76856,0.42298,0.85119,0.9735,0.968,0.98934,0.81501,0.65219,0.78694,0.73903,0.0012836,0.0012836,0.0012836
110,1422.66,0.75749,0.41793,0.84789,0.97098,0.96571,0.98844,0.8101,0.66517,0.68924,0.74163,0.00127697,0.00127697,0.00127697
111,1435.33,0.75662,0.41928,0.84577,0.9746,0.96477,0.98736,0.8152,0.65031,0.37001,0.73809,0.00127033,0.00127033,0.00127033
112,1448,0.75748,0.40678,0.84004,0.97672,0.96686,0.98853,0.81916,0.65643,0.40582,0.73661,0.0012637,0.0012637,0.0012637
113,1460.6,0.74705,0.40234,0.84469,0.98119,0.95771,0.98944,0.81428,0.6626,0.41101,0.73869,0.00125707,0.00125707,0.00125707
114,1472.96,0.76161,0.41153,0.85281,0.95937,0.97153,0.98811,0.82234,0.64401,0.35066,0.73615,0.00125043,0.00125043,0.00125043
115,1485.7,0.75227,0.40953,0.84685,0.97389,0.96343,0.98724,0.81841,0.65725,0.36078,0.73954,0.0012438,0.0012438,0.0012438
116,1498.59,0.7485,0.40206,0.84741,0.96822,0.97494,0.98863,0.813,0.65237,0.69938,0.73559,0.00123717,0.00123717,0.00123717
117,1511.23,0.75244,0.41436,0.84822,0.97556,0.96114,0.98752,0.81836,0.65774,0.93207,0.73993,0.00123053,0.00123053,0.00123053
118,1524.01,0.76947,0.41363,0.84585,0.97017,0.96626,0.98796,0.8113,0.66953,0.48221,0.74009,0.0012239,0.0012239,0.0012239
119,1536.72,0.75046,0.40517,0.84531,0.96481,0.96571,0.98806,0.8163,0.65014,0.52856,0.73752,0.00121727,0.00121727,0.00121727
120,1549.47,0.75296,0.4092,0.84742,0.97695,0.96,0.98716,0.81707,0.66428,0.3583,0.74246,0.00121063,0.00121063,0.00121063
121,1562.41,0.75042,0.4058,0.84106,0.96756,0.968,0.98854,0.81695,0.66113,0.38256,0.7384,0.001204,0.001204,0.001204
122,1575.11,0.74511,0.39703,0.84657,0.97236,0.968,0.98959,0.81809,0.65251,0.45297,0.73839,0.00119737,0.00119737,0.00119737
123,1587.74,0.74383,0.40007,0.84167,0.96898,0.96395,0.98662,0.81708,0.64934,0.91223,0.73652,0.00119073,0.00119073,0.00119073
124,1600.39,0.75013,0.39924,0.84244,0.9712,0.9636,0.98901,0.82237,0.65077,1.36549,0.73809,0.0011841,0.0011841,0.0011841
125,1612.8,0.7391,0.40367,0.84214,0.9745,0.96081,0.98757,0.82339,0.64406,0.34557,0.73737,0.00117747,0.00117747,0.00117747
126,1625.57,0.75182,0.41177,0.84719,0.97356,0.96796,0.99021,0.81896,0.6543,1.17937,0.73873,0.00117083,0.00117083,0.00117083
127,1638.05,0.73787,0.39682,0.8393,0.98183,0.95657,0.98912,0.82301,0.65484,0.45325,0.74008,0.0011642,0.0011642,0.0011642
128,1650.91,0.73256,0.39363,0.83918,0.97806,0.96809,0.98863,0.81816,0.65697,0.6401,0.73835,0.00115757,0.00115757,0.00115757
129,1663.79,0.73128,0.39042,0.84309,0.97662,0.96686,0.98837,0.81974,0.65361,0.41688,0.74121,0.00115093,0.00115093,0.00115093
130,1676.64,0.7228,0.39224,0.83958,0.97643,0.96229,0.98934,0.82776,0.65047,0.37748,0.73947,0.0011443,0.0011443,0.0011443
131,1689.48,0.72438,0.39155,0.84051,0.97547,0.96686,0.98909,0.82375,0.64963,0.57752,0.73914,0.00113767,0.00113767,0.00113767
132,1702.01,0.74196,0.40067,0.84351,0.97362,0.968,0.99026,0.82229,0.6387,0.43738,0.73652,0.00113103,0.00113103,0.00113103
133,1714.76,0.72499,0.39512,0.84061,0.97882,0.95087,0.98767,0.81869,0.63724,0.36987,0.7352,0.0011244,0.0011244,0.0011244
134,1727.36,0.7436,0.40483,0.83917,0.97333,0.95928,0.98773,0.82385,0.64719,0.47228,0.73668,0.00111777,0.00111777,0.00111777
135,1740.02,0.72845,0.39788,0.83947,0.97691,0.96691,0.98919,0.82022,0.64879,0.44681,0.73748,0.00111113,0.00111113,0.00111113
136,1752.88,0.72559,0.38786,0.83815,0.97005,0.97029,0.98759,0.82523,0.64128,0.49766,0.7358,0.0011045,0.0011045,0.0011045
137,1765.72,0.72533,0.39389,0.84258,0.96835,0.97257,0.99031,0.82892,0.64338,0.35124,0.73763,0.00109787,0.00109787,0.00109787
138,1778.35,0.72659,0.39291,0.84142,0.98327,0.96457,0.99123,0.8235,0.64708,0.34071,0.73528,0.00109123,0.00109123,0.00109123
139,1791.19,0.71847,0.39163,0.84324,0.97475,0.97066,0.99058,0.82328,0.64263,0.41692,0.73387,0.0010846,0.0010846,0.0010846
140,1803.86,0.72458,0.3916,0.83704,0.9824,0.95676,0.98892,0.82189,0.65168,0.4253,0.73871,0.00107797,0.00107797,0.00107797
141,1816.89,0.72373,0.39133,0.83831,0.98015,0.96114,0.98893,0.82674,0.63486,0.34868,0.73311,0.00107133,0.00107133,0.00107133
142,1829.68,0.73982,0.39771,0.84119,0.9704,0.974,0.99001,0.82151,0.64642,0.38878,0.73525,0.0010647,0.0010647,0.0010647
143,1842.1,0.71708,0.38766,0.83931,0.97568,0.96266,0.98901,0.82041,0.65032,0.42764,0.73548,0.00105807,0.00105807,0.00105807
144,1854.85,0.72252,0.39434,0.83297,0.97174,0.96457,0.98873,0.82305,0.6515,0.34385,0.73456,0.00105143,0.00105143,0.00105143
145,1867.51,0.70931,0.38718,0.83871,0.97462,0.96,0.98976,0.82063,0.64926,0.35803,0.73358,0.0010448,0.0010448,0.0010448
146,1880.42,0.71438,0.38981,0.83523,0.97336,0.96457,0.98751,0.81867,0.63864,0.43032,0.73128,0.00103817,0.00103817,0.00103817
147,1893.05,0.70637,0.38244,0.83597,0.97681,0.96343,0.99022,0.82272,0.64416,0.36679,0.73323,0.00103153,0.00103153,0.00103153
148,1905.72,0.7049,0.38293,0.83696,0.97009,0.96367,0.98765,0.82314,0.64563,0.34766,0.73688,0.0010249,0.0010249,0.0010249
149,1918.44,0.70166,0.38155,0.83198,0.97488,0.96571,0.9873,0.82505,0.64519,0.35329,0.73257,0.00101827,0.00101827,0.00101827
150,1931.18,0.7151,0.39269,0.83306,0.97917,0.96683,0.9899,0.82186,0.65415,0.51627,0.73806,0.00101163,0.00101163,0.00101163
151,1943.95,0.7116,0.38452,0.83852,0.97573,0.95886,0.98977,0.81837,0.6592,0.36542,0.73801,0.001005,0.001005,0.001005
152,1956.71,0.71089,0.38185,0.83888,0.98411,0.96,0.98842,0.81956,0.65881,0.44454,0.73821,0.000998367,0.000998367,0.000998367
153,1969.32,0.6974,0.3802,0.83346,0.97642,0.97029,0.98939,0.82221,0.65319,0.32763,0.73697,0.000991733,0.000991733,0.000991733
154,1982.23,0.69621,0.37226,0.82978,0.97914,0.96552,0.99014,0.81743,0.65471,0.34438,0.73814,0.0009851,0.0009851,0.0009851
155,1994.9,0.71102,0.38686,0.83826,0.97911,0.96418,0.99127,0.82254,0.64705,0.4769,0.73586,0.000978467,0.000978467,0.000978467
156,2007.79,0.69095,0.37597,0.83184,0.97025,0.96686,0.99026,0.82555,0.65736,0.45302,0.7394,0.000971833,0.000971833,0.000971833
157,2020.14,0.69826,0.37908,0.83528,0.971,0.96686,0.98925,0.82382,0.65423,0.3354,0.73943,0.0009652,0.0009652,0.0009652
158,2032.87,0.69458,0.36986,0.83342,0.96753,0.97371,0.98951,0.82331,0.65857,0.35979,0.73851,0.000958567,0.000958567,0.000958567
159,2045.45,0.70023,0.37637,0.83252,0.9739,0.97371,0.99007,0.82214,0.65812,0.35572,0.74284,0.000951933,0.000951933,0.000951933
160,2058.17,0.70845,0.37425,0.82968,0.97083,0.97371,0.99083,0.82446,0.64285,0.42716,0.73338,0.0009453,0.0009453,0.0009453
161,2070.92,0.69898,0.37747,0.83529,0.97054,0.97257,0.99014,0.82636,0.64045,0.3757,0.73457,0.000938667,0.000938667,0.000938667
162,2083.37,0.68559,0.37688,0.83192,0.97142,0.97109,0.99037,0.82633,0.63995,0.34268,0.73282,0.000932033,0.000932033,0.000932033
163,2096.12,0.70211,0.38079,0.83986,0.97945,0.96114,0.98981,0.82836,0.63499,0.56448,0.73078,0.0009254,0.0009254,0.0009254
164,2108.97,0.70596,0.3787,0.83688,0.97208,0.96914,0.99038,0.8267,0.64078,0.56234,0.73247,0.000918767,0.000918767,0.000918767
165,2121.78,0.69947,0.37732,0.83312,0.97496,0.96571,0.99016,0.82862,0.63945,0.33205,0.73175,0.000912133,0.000912133,0.000912133
166,2134.66,0.69676,0.37665,0.83575,0.97355,0.96743,0.99005,0.82511,0.64834,0.40251,0.73706,0.0009055,0.0009055,0.0009055
167,2147.41,0.70623,0.38386,0.83532,0.97322,0.96457,0.98816,0.82482,0.64231,0.56197,0.73656,0.000898867,0.000898867,0.000898867
168,2160.31,0.70137,0.38327,0.83443,0.97549,0.96457,0.98993,0.8234,0.64372,0.37534,0.73677,0.000892233,0.000892233,0.000892233
169,2172.82,0.69155,0.37728,0.83402,0.97347,0.96455,0.99017,0.82433,0.63715,0.60866,0.73659,0.0008856,0.0008856,0.0008856
170,2185.63,0.6909,0.37739,0.83497,0.9788,0.95429,0.9868,0.82784,0.63239,0.32604,0.73448,0.000878967,0.000878967,0.000878967
171,2198.46,0.6765,0.36363,0.8248,0.97922,0.95886,0.98754,0.82634,0.63821,0.32407,0.73388,0.000872333,0.000872333,0.000872333
172,2211.32,0.68952,0.36719,0.83178,0.97212,0.97029,0.99029,0.83065,0.63506,0.36911,0.73385,0.0008657,0.0008657,0.0008657
173,2224.15,0.67356,0.35965,0.83029,0.96698,0.96914,0.98863,0.83052,0.62868,0.43194,0.73352,0.000859067,0.000859067,0.000859067
174,2236.92,0.68378,0.37492,0.82972,0.96921,0.97143,0.99045,0.83079,0.63805,0.41079,0.73515,0.000852433,0.000852433,0.000852433
175,2249.64,0.67081,0.36422,0.82849,0.97352,0.96655,0.98973,0.82753,0.64065,0.42391,0.7359,0.0008458,0.0008458,0.0008458
176,2262.47,0.67249,0.36854,0.82681,0.98239,0.96457,0.99135,0.83254,0.63801,0.38367,0.73506,0.000839167,0.000839167,0.000839167
177,2275.12,0.68035,0.36218,0.82767,0.97538,0.97029,0.99063,0.82731,0.63775,0.33039,0.73436,0.000832533,0.000832533,0.000832533
178,2287.63,0.68165,0.36556,0.83021,0.97459,0.96686,0.99019,0.82761,0.64081,0.47942,0.7372,0.0008259,0.0008259,0.0008259
179,2300.28,0.67464,0.36304,0.83029,0.96827,0.97643,0.99056,0.82725,0.63295,0.41316,0.73548,0.000819267,0.000819267,0.000819267
180,2313.03,0.67642,0.36312,0.83108,0.97325,0.96686,0.98785,0.82713,0.6339,0.32976,0.73216,0.000812633,0.000812633,0.000812633
181,2325.78,0.67206,0.36429,0.82971,0.97911,0.96438,0.98978,0.83051,0.63354,0.48807,0.73329,0.000806,0.000806,0.000806
